0;0;0;0;land;false;unknown;0
1;33;235;252;land;false;plains;1
2;237;89;180;land;true;jungle;1
3;145;138;245;land;false;jungle;1
4;165;184;245;land;false;desert;1
5;119;187;208;land;true;desert;1
6;245;122;201;land;false;plains;1
7;226;110;232;land;false;plains;1
8;224;251;179;land;false;plains;1
9;219;150;142;land;false;mountain;1
10;201;171;219;land;false;jungle;1
11;240;156;146;land;false;mountain;1
12;146;242;148;land;false;mountain;1
13;232;156;141;land;false;jungle;1
14;202;109;198;land;false;mountain;1
15;197;218;187;land;false;jungle;1
16;143;219;159;land;false;plains;1
17;226;248;182;land;true;plains;1
18;61;221;231;land;true;jungle;1
19;157;191;188;land;false;desert;1
20;150;206;150;land;true;jungle;1
21;150;181;197;land;false;jungle;1
22;234;232;235;land;false;plains;1
23;239;153;223;land;false;jungle;1
24;206;187;145;land;false;desert;1
25;102;173;226;land;false;plains;1
26;116;238;161;land;false;plains;1
27;199;226;186;land;true;jungle;1
28;156;187;164;land;false;desert;1
29;229;221;174;land;false;plains;1
30;159;140;248;land;true;mountain;1
31;241;196;159;land;false;mountain;1
32;226;247;119;land;false;desert;1
33;247;179;194;land;false;mountain;1
34;187;237;180;land;false;plains;1
35;113;240;250;land;false;plains;1
36;245;246;192;land;false;plains;1
37;128;203;209;land;false;mountain;1
38;150;165;222;land;false;mountain;1
39;191;244;254;land;true;desert;1
40;170;226;252;land;false;plains;1
41;233;182;136;land;false;desert;1
42;188;196;191;land;false;desert;1
43;196;164;232;land;true;jungle;1
44;114;158;243;land;false;jungle;1
45;134;158;237;land;false;plains;1
46;246;169;138;land;true;plains;1
47;239;134;208;land;true;jungle;1
48;206;107;207;land;false;desert;1
49;142;249;235;land;false;mountain;1
50;240;185;147;land;false;plains;1
51;232;212;215;land;false;plains;1
52;249;238;174;land;false;desert;1
53;193;162;226;land;false;jungle;1
54;235;181;155;land;true;desert;1
55;185;195;179;land;true;plains;1
56;149;180;251;land;false;jungle;1
57;185;203;115;land;false;plains;1
58;128;211;245;land;false;jungle;1
59;217;155;152;land;false;plains;1
60;151;245;230;land;false;plains;1
61;182;194;170;land;false;plains;1
62;174;237;226;land;false;mountain;1
63;244;77;198;land;false;desert;1
64;80;221;219;land;false;plains;1
65;137;209;204;land;true;desert;1
66;228;74;219;land;false;plains;1
67;177;240;171;land;false;plains;1
68;146;153;245;land;true;desert;1
69;201;144;218;land;false;jungle;1
70;144;179;216;land;false;plains;1
71;232;104;171;land;true;plains;1
72;173;189;220;land;false;mountain;1
73;177;242;233;land;false;plains;1
74;93;247;222;land;false;plains;1
75;244;208;54;land;false;desert;1
76;232;225;205;land;false;plains;1
77;244;208;202;land;false;mountain;1
78;223;62;254;land;false;jungle;1
79;113;229;238;land;false;desert;1
80;19;246;250;land;true;plains;1
81;250;131;241;land;true;plains;1
82;178;246;136;land;false;plains;1
83;46;245;244;land;false;plains;1
84;193;239;251;land;false;desert;1
85;242;171;167;land;false;jungle;1
86;228;80;254;land;false;desert;1
87;135;162;234;land;false;jungle;1
88;223;198;166;land;false;jungle;1
89;246;109;196;land;true;desert;1
90;210;184;118;land;true;jungle;1
91;244;251;68;land;false;jungle;1
92;240;174;159;land;false;plains;1
93;205;194;166;land;false;plains;1
94;39;229;243;land;false;jungle;1
95;224;200;132;land;false;jungle;1
96;238;243;118;land;false;plains;1
97;65;210;240;land;true;desert;1
98;225;239;113;land;false;plains;1
99;220;175;236;land;false;mountain;1
100;232;219;184;land;false;plains;1
101;190;237;189;land;false;plains;1
102;159;235;128;land;false;jungle;1
103;133;223;219;land;false;plains;1
104;202;179;207;land;false;plains;1
105;172;242;152;land;false;plains;1
106;204;162;237;land;false;desert;1
107;174;170;254;land;false;plains;1
108;196;214;236;land;false;plains;1
109;88;220;227;land;false;plains;1
110;89;249;210;land;false;desert;1
111;210;113;200;land;false;plains;1
112;139;213;224;land;false;desert;1
113;206;230;209;land;false;jungle;1
114;138;229;154;land;false;plains;1
115;213;225;203;land;true;desert;1
116;90;222;221;land;false;jungle;1
117;144;250;196;land;true;desert;1
118;201;200;111;land;false;desert;1
119;223;141;217;land;false;jungle;1
120;91;213;245;land;false;desert;1
121;131;239;218;land;true;plains;1
122;194;196;251;land;false;jungle;1
123;245;148;195;land;true;plains;1
124;155;254;130;land;false;jungle;1
125;247;240;31;land;false;plains;1
126;136;227;206;land;false;mountain;1
127;136;254;164;land;false;plains;1
128;114;168;219;land;false;plains;1
129;220;88;226;land;false;plains;1
130;186;238;215;land;false;plains;1
131;218;251;46;land;false;desert;1
132;245;143;238;land;false;mountain;1
133;254;124;239;land;false;plains;1
134;248;147;151;land;false;plains;1
135;213;88;253;land;false;mountain;1
136;145;184;252;land;false;desert;1
137;102;196;247;land;false;jungle;1
138;131;251;222;land;false;mountain;1
139;148;147;212;land;false;jungle;1
140;208;220;127;land;false;desert;1
141;176;174;246;land;false;jungle;1
142;223;130;221;land;false;desert;1
143;254;61;223;land;true;jungle;1
144;242;202;150;land;false;mountain;1
145;189;251;168;land;false;mountain;1
146;251;254;107;land;false;desert;1
147;164;212;175;land;true;desert;1
148;172;199;150;land;false;plains;1
149;164;205;218;land;false;plains;1
150;209;214;233;land;true;mountain;1
151;209;198;242;land;false;jungle;1
152;170;165;167;land;false;plains;1
153;222;242;122;land;false;plains;1
154;228;164;121;land;false;plains;1
155;106;252;143;land;false;desert;1
156;251;246;100;land;false;desert;1
157;244;28;239;land;false;jungle;1
158;250;178;240;land;true;jungle;1
159;251;242;31;land;false;jungle;1
160;204;203;216;land;false;mountain;1
161;158;199;247;land;false;jungle;1
162;111;199;230;land;false;plains;1
163;226;240;245;land;true;desert;1
164;231;105;215;land;false;desert;1
165;192;123;244;land;false;jungle;1
166;195;229;78;land;false;jungle;1
167;105;233;224;land;false;plains;1
168;162;194;179;land;false;plains;1
169;252;238;132;land;false;desert;1
170;211;252;204;land;false;plains;1
171;186;216;162;land;false;jungle;1
172;183;147;218;land;false;plains;1
173;97;217;194;land;true;plains;1
174;223;128;210;land;false;plains;1
175;126;240;200;land;true;jungle;1
176;196;242;140;land;false;plains;1
177;231;249;196;land;false;plains;1
178;244;242;64;land;false;plains;1
179;64;242;220;land;false;jungle;1
180;230;158;244;land;false;plains;1
181;132;228;234;land;true;plains;1
182;207;240;242;land;false;plains;1
183;232;23;251;land;false;jungle;1
184;130;214;250;land;true;desert;1
185;235;234;224;land;false;plains;1
186;213;221;160;land;false;plains;1
187;180;240;137;land;false;jungle;1
188;183;251;96;land;false;desert;1
189;244;210;126;land;false;plains;1
190;230;195;106;land;false;plains;1
191;146;219;153;land;false;plains;1
192;171;162;192;land;false;jungle;1
193;239;250;132;land;true;jungle;1
194;243;201;253;land;false;plains;1
195;199;246;212;land;false;mountain;1
196;118;229;170;land;true;desert;1
197;187;157;195;land;false;mountain;1
198;112;210;194;land;false;desert;1
199;208;205;163;land;false;mountain;1
